codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_tipo;ocorrencia_tipo_categoria;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;investigacao_status
201807171417368;INCIDENTE GRAVE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;GOIÂNIA;GO;BRASIL;ATIVA
201303089188818;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201205209591320;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;GOIÂNIA;GO;BRASIL;FINALIZADA
201501218266492;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201311212322095;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;GOIÂNIA;GO;BRASIL;FINALIZADA
201510077414720;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;GOIÂNIA;GO;BRASIL;FINALIZADA
200906137642784;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;GOIÂNIA;GO;BRASIL;FINALIZADA
201103111679658;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201703270024366;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GOIÂNIA;GO;BRASIL;ATIVA
201709061751024;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201311285017236;INCIDENTE;OUTROS;OUTROS;GOIÂNIA;GO;BRASIL;FINALIZADA
201810081438534;INCIDENTE;COLISÃO COM FAUNA;COLISÃO COM FAUNA;GOIÂNIA;GO;BRASIL;FINALIZADA
201709061353486;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;GOIÂNIA;GO;BRASIL;FINALIZADA
201208237269039;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;GOIÂNIA;GO;BRASIL;FINALIZADA
201508275244710;ACIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201310092562563;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201108068700349;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;GOIÂNIA;GO;BRASIL;FINALIZADA
201011226609006;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;GOIÂNIA;GO;BRASIL;FINALIZADA
201507056288865;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201002121032261;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;GOIÂNIA;GO;BRASIL;FINALIZADA
201509191753604;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;GOIÂNIA;GO;BRASIL;FINALIZADA
200910285059067;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201407165579562;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201808221232062;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201510295498470;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;GOIÂNIA;GO;BRASIL;FINALIZADA
201008133517608;ACIDENTE;PANE SECA;COMBUSTÍVEL;GOIÂNIA;GO;BRASIL;FINALIZADA
201107201034358;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;GOIÂNIA;GO;BRASIL;FINALIZADA
201008046535837;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201808241704332;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201509058024247;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;GOIÂNIA;GO;BRASIL;ATIVA
201708211550223;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;GOIÂNIA;GO;BRASIL;FINALIZADA
200903122187119;ACIDENTE;OUTROS;OUTROS;GOIÂNIA;GO;BRASIL;FINALIZADA
201203225632536;INCIDENTE;PERDA DE COMPONENTE NO SOLO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;BRASIL;FINALIZADA
201408234183078;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;GOIANIRA;GO;BRASIL;FINALIZADA
201607281450466;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JAGUARUNA;SC;BRASIL;FINALIZADA
201104015735034;ACIDENTE;PANE SECA;COMBUSTÍVEL;CAIABU;SP;BRASIL;ATIVA
201903221313242;ACIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAIABU;SP;BRASIL;ATIVA
201901211828134;ACIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;PARELHAS;RN;BRASIL;ATIVA
201711131221427;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GOIÁS;GO;BRASIL;ATIVA
201107152521451;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;JARAGUÁ DO SUL;SC;BRASIL;FINALIZADA
201706011838156;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;NOVA MARINGÁ;MT;BRASIL;FINALIZADA
201704101944248;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;RIBEIRO GONÇALVES;PI;BRASIL;FINALIZADA
201011091135942;ACIDENTE;COM COMANDOS DE VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOAÇABA;SC;BRASIL;FINALIZADA
201611221935234;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOAÇABA;SC;BRASIL;FINALIZADA
200910112409348;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;GUAPIRAMA;PR;BRASIL;FINALIZADA
201904011545444;INCIDENTE GRAVE;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;GOIATUBA;GO;BRASIL;FINALIZADA
201401131083496;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOINVILLE;SC;BRASIL;FINALIZADA
201707141617487;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;JOINVILLE;SC;BRASIL;FINALIZADA
201609141242254;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOINVILLE;SC;BRASIL;FINALIZADA
201107041977902;INCIDENTE;OUTROS;OUTROS;JOINVILLE;SC;BRASIL;FINALIZADA
201106106005899;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;JOINVILLE;SC;BRASIL;FINALIZADA
201309178911014;INCIDENTE;OUTROS;OUTROS;JOINVILLE;SC;BRASIL;FINALIZADA
201404133711085;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;JOINVILLE;SC;BRASIL;FINALIZADA
201310222221076;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;JOINVILLE;SC;BRASIL;FINALIZADA
201201277898933;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;JOINVILLE;SC;BRASIL;FINALIZADA
201007253688274;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JOINVILLE;SC;BRASIL;FINALIZADA
201502034480776;ACIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;JOINVILLE;SC;BRASIL;FINALIZADA
201503291614429;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOINVILLE;SC;BRASIL;FINALIZADA
201803102303015;ACIDENTE;INDETERMINADO;INDETERMINADO;JOINVILLE;SC;BRASIL;ATIVA
201709131831351;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;JOINVILLE;SC;BRASIL;FINALIZADA
201705112201362;INCIDENTE;OUTROS;OUTROS;JOINVILLE;SC;BRASIL;FINALIZADA
201006076597187;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;JOINVILLE;SC;BRASIL;FINALIZADA
201506105089958;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOINVILLE;SC;BRASIL;FINALIZADA
200907172772716;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;JOINVILLE;SC;BRASIL;FINALIZADA
201310061224613;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;JOINVILLE;SC;BRASIL;FINALIZADA
201012013738610;INCIDENTE;PERDA DE COMPONENTE NO SOLO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JOINVILLE;SC;BRASIL;FINALIZADA
201502197258957;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;BUENO BRANDÃO;MG;BRASIL;FINALIZADA
201610281217214;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CORIBE;BA;BRASIL;FINALIZADA
201102042308207;ACIDENTE;OUTROS;OUTROS;CORIBE;BA;BRASIL;FINALIZADA
201408275051336;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CAJAMAR;SP;BRASIL;ATIVA
201104175705865;ACIDENTE;OUTROS;OUTROS;CAJAMAR;SP;BRASIL;ATIVA
201605071300069;INCIDENTE;AERONAVE ATINGIDA POR OBJETO;OUTROS;CAJAMAR;SP;BRASIL;FINALIZADA
201107181328987;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CAJAMAR;SP;BRASIL;FINALIZADA
201304221114120;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CAJAMAR;SP;BRASIL;ATIVA
200902193210955;ACIDENTE;PANE SECA;COMBUSTÍVEL;CAJATI;SP;BRASIL;ATIVA
201607191150131;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAJATI;SP;BRASIL;ATIVA
201012015549851;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;LAGES;SC;BRASIL;FINALIZADA
201301202623736;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LAGES;SC;BRASIL;FINALIZADA
201512132383758;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;LAGES;SC;BRASIL;FINALIZADA
201608261751495;ACIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OUTROS;LAGES;SC;BRASIL;FINALIZADA
201707112042384;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;LAGES;SC;BRASIL;ATIVA
201012238051041;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CAJOBI;SP;BRASIL;ATIVA
201105248358371;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;CORRENTINA;BA;BRASIL;FINALIZADA
201711271142292;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CORRENTINA;BA;BRASIL;FINALIZADA
201404304446070;INCIDENTE GRAVE;COLISÃO COM AVE;COLISÃO COM AVE;CORRENTINA;BA;BRASIL;FINALIZADA
201103056169811;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CORRENTINA;BA;BRASIL;FINALIZADA
201004153843227;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CORRENTINA;BA;BRASIL;ATIVA
201005263526175;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CORRENTINA;BA;BRASIL;FINALIZADA
201002079392003;ACIDENTE;PANE SECA;COMBUSTÍVEL;CORRENTINA;BA;BRASIL;FINALIZADA
201103014551119;ACIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CORRENTINA;BA;BRASIL;FINALIZADA
201202055342388;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CORRENTINA;BA;BRASIL;FINALIZADA
201702021901443;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;GUAÍBA;RS;BRASIL;FINALIZADA
201204156413695;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;GUAÍBA;RS;BRASIL;FINALIZADA
201701072100322;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;GUARAPUAVA;PR;BRASIL;FINALIZADA
201211041491464;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;COTEGIPE;BA;BRASIL;FINALIZADA
201310129554609;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;COTEGIPE;BA;BRASIL;FINALIZADA
201302169821513;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LAGUNA;SC;BRASIL;FINALIZADA
201505018085776;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CABECEIRA GRANDE;MG;BRASIL;FINALIZADA
201809302141424;ACIDENTE;CONTATO ANORMAL COM A PISTA ;CONTATO ANORMAL COM A PISTA ;RAPOSA;MA;BRASIL;ATIVA
201612051648017;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;LAJEADO GRANDE;SC;BRASIL;FINALIZADA
201105175028455;INCIDENTE GRAVE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;OCARA;CE;BRASIL;FINALIZADA
200903088701621;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;GURUPI;TO;BRASIL;FINALIZADA
201312083670805;INCIDENTE;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GURUPI;TO;BRASIL;FINALIZADA
200901085090171;INCIDENTE GRAVE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;GURUPI;TO;BRASIL;FINALIZADA
201403135035934;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201903061657388;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201410062877775;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201903121741033;INCIDENTE;COM COMANDOS DE VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201207173990302;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201706071742009;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
200908149463740;INCIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;CAMPINAS;SP;BRASIL;FINALIZADA
201807311224237;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201706081655599;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201101205348266;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201706122105543;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201410144654740;INCIDENTE;OUTROS;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201210203376443;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201403304763058;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201502269367923;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201712121559231;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CAMPINAS;SP;BRASIL;FINALIZADA
201001219728729;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201210172262490;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201903131751063;INCIDENTE GRAVE;FOGO NO SOLO;FOGO/FUMAÇA (SEM IMPACTO);CAMPINAS;SP;BRASIL;ATIVA
200906086903282;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201002088996389;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201301163981586;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201102133758864;INCIDENTE;OUTROS;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201408014436312;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201510014660022;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201002282136928;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201903131610521;INCIDENTE;FUMAÇA NA CABINE;FOGO/FUMAÇA (SEM IMPACTO);CAMPINAS;SP;BRASIL;FINALIZADA
201605161713466;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201404265336401;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201212207704947;INCIDENTE GRAVE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;CAMPINAS;SP;BRASIL;FINALIZADA
201408284120813;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
200905047329830;INCIDENTE;OUTROS;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
200912084945261;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
200912271555503;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
200909167002164;INCIDENTE;FALHA DO MOTOR NO SOLO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201405283514671;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201301203700209;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
200908083217396;INCIDENTE;VAZAMENTO DE OUTROS FLUIDOS;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201202123872793;ACIDENTE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;CAMPINAS;SP;BRASIL;FINALIZADA
201610311107301;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;CAMPINAS;SP;BRASIL;FINALIZADA
201302144538981;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201212231683578;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CAMPINAS;SP;BRASIL;FINALIZADA
201503284317586;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201312116289645;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201201079087193;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;CAMPINAS;SP;BRASIL;FINALIZADA
201208179354201;ACIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201004211629349;INCIDENTE;VAZAMENTO DE OUTROS FLUIDOS;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201412029632725;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
200905178892508;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201302067289632;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201506148151970;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201603151633056;INCIDENTE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;BRASIL;FINALIZADA
201811191128577;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201408114982442;ACIDENTE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;CAMPINAS;SP;BRASIL;FINALIZADA
200903045732175;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201703281429225;INCIDENTE;OUTROS;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201603231315185;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201303053900887;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;CAMPINAS;SP;BRASIL;FINALIZADA
201307242266510;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;CAMPINAS;SP;BRASIL;FINALIZADA
201006305697955;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;CAMPINAS;SP;BRASIL;FINALIZADA
201611161519529;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPINAS;SP;BRASIL;FINALIZADA
201502117870619;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;CAMPINAS;SP;BRASIL;FINALIZADA
